chunk_text,metadata
the rewards program on my citi double cash card was changed without notice capital one devalued the points by nearly making the annual fee of no longer worth it i specifically chose this card for its rewards structure and feel this is a bait and switch tactic long time customers should be grandfathered into the original rewards program,"{'complaint_id': 10000386, 'product_category': 'credit card', 'chunk_index': 0}"
my discover savings with goldman sachs was accessed by someone who changed my contact information and attempted to transfer out of my account when i reported this goldman sachs took weeks to investigate and temporarily restricted my access i am concerned about the security of their online banking platform and how this person gained access,"{'complaint_id': 10001371, 'product_category': 'savings account', 'chunk_index': 0}"
i noticed a charge of on my amex gold statement from i did not authorize this transaction and have been trying to resolve it with american express for weeks they keep transferring me between departments and no one takes responsibility i have provided documentation proving i was not at the merchant location this is extremely frustrating and i need this resolved immediately,"{'complaint_id': 10000244, 'product_category': 'credit card', 'chunk_index': 0}"
i sent via western union through paypal to pay my landlord the money was deducted from my account but never received by the recipient it has been weeks and paypal has not been able to locate the funds or provide a refund i am now at risk of eviction because my rent appears unpaid,"{'complaint_id': 10002171, 'product_category': 'money transfer', 'chunk_index': 0}"
i took out a personal loan of with goldman sachs through their sofi personal loan program the advertised rate was but after approval i was given the terms were buried in fine print and the loan officer rushed me through the signing process i am now paying per month which is more than what was originally quoted,"{'complaint_id': 10000937, 'product_category': 'personal loan', 'chunk_index': 0}"
paypal charged me a fee for a western union transfer that was advertised as free the fee was hidden in the exchange rate markup and only visible after carefully comparing the rates the actual exchange rate applied was worse than the market rate this is deceptive and the total hidden cost was,"{'complaint_id': 10001926, 'product_category': 'money transfer', 'chunk_index': 0}"
i have been a loyal citi double cash cardholder with citibank for over years recently i noticed my interest rate was increased from to without adequate explanation i have excellent payment history and no late payments other companies are offering much lower rates i am considering closing this account if the rate is not adjusted,"{'complaint_id': 10000313, 'product_category': 'credit card', 'chunk_index': 0}"
my account was frozen by western union after i made a venmo transfer of they claimed the transaction was flagged for suspicious activity but i was simply sending money to my family overseas which i do every month it took weeks to get my account unfrozen and i had to provide extensive documentation including pay stubs and tax returns,"{'complaint_id': 10002256, 'product_category': 'money transfer', 'chunk_index': 0}"
i opened a synchrony savings with chase because they advertised a apy after three months the rate was quietly dropped to without notification when i called they said the promotional rate had expired but this was never clearly communicated at account opening i moved into this account specifically for the higher rate,"{'complaint_id': 10001282, 'product_category': 'savings account', 'chunk_index': 0}"
prosper sold my lendingclub loan loan to a third party debt collector without notifying me the collector is now adding additional fees and interest that were not part of my original agreement they call me times per day including on weekends and have been rude and threatening this is harassment and a violation of fair debt collection practices,"{'complaint_id': 10000969, 'product_category': 'personal loan', 'chunk_index': 0}"
someone made fraudulent purchases on my amex gold card totaling i reported this to discover immediately and they opened an investigation after weeks they denied my fraud claim saying the transactions appeared legitimate i have filed a police report and have evidence that i was in a different state when these transactions occurred,"{'complaint_id': 10000661, 'product_category': 'credit card', 'chunk_index': 0}"
my account was frozen by zelle after i made a zelle transfer of they claimed the transaction was flagged for suspicious activity but i was simply sending money to my family overseas which i do every month it took weeks to get my account unfrozen and i had to provide extensive documentation including pay stubs and tax returns,"{'complaint_id': 10001944, 'product_category': 'money transfer', 'chunk_index': 0}"
i have been a loyal citi double cash cardholder with capital one for over years recently i noticed my interest rate was increased from to without adequate explanation i have excellent payment history and no late payments other companies are offering much lower rates i am considering closing this account if the rate is not adjusted,"{'complaint_id': 10000371, 'product_category': 'credit card', 'chunk_index': 0}"
i noticed a charge of on my chase sapphire statement from i did not authorize this transaction and have been trying to resolve it with american express for weeks they keep transferring me between departments and no one takes responsibility i have provided documentation proving i was not at the merchant location this is extremely frustrating and i need this resolved immediately,"{'complaint_id': 10000567, 'product_category': 'credit card', 'chunk_index': 0}"
i have been trying to reach ally bank s customer service about an issue with my synchrony savings for weeks wait times exceed minutes and i have been disconnected times after waiting when i finally got through the representative could not resolve my issue and told me to call back this level of service is completely unacceptable for a bank holding my savings,"{'complaint_id': 10001659, 'product_category': 'savings account', 'chunk_index': 0}"
the total cost of my lendingclub loan from goldman sachs ended up being which is nearly times the original loan amount of the interest rate of combined with various processing fees and insurance charges that were added without my clear consent have made this loan predatory in my opinion,"{'complaint_id': 10000983, 'product_category': 'personal loan', 'chunk_index': 0}"
i was contacted by someone claiming to be from my bank s fraud department they convinced me to send via paypal to secure my account i later realized this was a scam and immediately contacted venmo they refused to reverse the transaction saying paypal transfers are final i believe venmo should have better fraud protection mechanisms,"{'complaint_id': 10001978, 'product_category': 'money transfer', 'chunk_index': 0}"
i have been a loyal citi double cash cardholder with citibank for over years recently i noticed my interest rate was increased from to without adequate explanation i have excellent payment history and no late payments other companies are offering much lower rates i am considering closing this account if the rate is not adjusted,"{'complaint_id': 10000779, 'product_category': 'credit card', 'chunk_index': 0}"
i applied for a sofi personal loan with lendingclub and was denied despite having a credit score of and a stable income of per year the denial letter was vague citing insufficient credit history i have years of credit history with no delinquencies i believe this decision was made unfairly and request a proper review,"{'complaint_id': 10001053, 'product_category': 'personal loan', 'chunk_index': 0}"
i took out a personal loan of with prosper through their lendingclub loan program the advertised rate was but after approval i was given the terms were buried in fine print and the loan officer rushed me through the signing process i am now paying per month which is more than what was originally quoted,"{'complaint_id': 10001014, 'product_category': 'personal loan', 'chunk_index': 0}"
i have been trying to reach discover s customer service about an issue with my ally savings for weeks wait times exceed minutes and i have been disconnected times after waiting when i finally got through the representative could not resolve my issue and told me to call back this level of service is completely unacceptable for a bank holding my savings,"{'complaint_id': 10001437, 'product_category': 'savings account', 'chunk_index': 0}"
i opened a marcus savings with ally bank because they advertised a apy after three months the rate was quietly dropped to without notification when i called they said the promotional rate had expired but this was never clearly communicated at account opening i moved into this account specifically for the higher rate,"{'complaint_id': 10001784, 'product_category': 'savings account', 'chunk_index': 0}"
i have been trying to reach discover s customer service about an issue with my chase savings for weeks wait times exceed minutes and i have been disconnected times after waiting when i finally got through the representative could not resolve my issue and told me to call back this level of service is completely unacceptable for a bank holding my savings,"{'complaint_id': 10001474, 'product_category': 'savings account', 'chunk_index': 0}"
capital one charged me a late fee on my chase sapphire card even though i made my payment on time my bank records show the payment was initiated days before the due date when i called to dispute they said the payment was received one day late due to processing time this is unacceptable i should not be penalized for their slow processing system,"{'complaint_id': 10000127, 'product_category': 'credit card', 'chunk_index': 0}"
prosper sold my prosper loan loan to a third party debt collector without notifying me the collector is now adding additional fees and interest that were not part of my original agreement they call me times per day including on weekends and have been rude and threatening this is harassment and a violation of fair debt collection practices,"{'complaint_id': 10000888, 'product_category': 'personal loan', 'chunk_index': 0}"
my ally savings with goldman sachs was accessed by someone who changed my contact information and attempted to transfer out of my account when i reported this goldman sachs took weeks to investigate and temporarily restricted my access i am concerned about the security of their online banking platform and how this person gained access,"{'complaint_id': 10001724, 'product_category': 'savings account', 'chunk_index': 0}"
i took out a personal loan of with prosper through their marcus loan program the advertised rate was but after approval i was given the terms were buried in fine print and the loan officer rushed me through the signing process i am now paying per month which is more than what was originally quoted,"{'complaint_id': 10001008, 'product_category': 'personal loan', 'chunk_index': 0}"
i noticed a charge of on my chase sapphire statement from i did not authorize this transaction and have been trying to resolve it with capital one for weeks they keep transferring me between departments and no one takes responsibility i have provided documentation proving i was not at the merchant location this is extremely frustrating and i need this resolved immediately,"{'complaint_id': 10000356, 'product_category': 'credit card', 'chunk_index': 0}"
i initiated an international transfer of through western union s western union service the estimated delivery was days but after weeks the money has still not arrived each time i call they say it is being processed meanwhile the exchange rate has changed significantly costing me an additional in value,"{'complaint_id': 10001957, 'product_category': 'money transfer', 'chunk_index': 0}"
the rewards program on my citi double cash card was changed without notice chase devalued the points by nearly making the annual fee of no longer worth it i specifically chose this card for its rewards structure and feel this is a bait and switch tactic long time customers should be grandfathered into the original rewards program,"{'complaint_id': 10000683, 'product_category': 'credit card', 'chunk_index': 0}"
i accidentally sent to the wrong person through wire transfer via venmo i realized the error within minutes and immediately contacted them to cancel they said the transaction was already completed and they cannot reverse it they suggested i ask the recipient nicely to send it back this is an unacceptable response for such a large amount,"{'complaint_id': 10002002, 'product_category': 'money transfer', 'chunk_index': 0}"
i tried to withdraw from my synchrony savings at discover and was told my account was frozen pending a security review no one informed me of any issues beforehand i had bills due and no access to my own money for weeks the customer service was unhelpful and could not tell me when the review would be completed,"{'complaint_id': 10001256, 'product_category': 'savings account', 'chunk_index': 0}"
goldman sachs sold my prosper loan loan to a third party debt collector without notifying me the collector is now adding additional fees and interest that were not part of my original agreement they call me times per day including on weekends and have been rude and threatening this is harassment and a violation of fair debt collection practices,"{'complaint_id': 10000985, 'product_category': 'personal loan', 'chunk_index': 0}"
my account was frozen by zelle after i made a venmo transfer of they claimed the transaction was flagged for suspicious activity but i was simply sending money to my family overseas which i do every month it took weeks to get my account unfrozen and i had to provide extensive documentation including pay stubs and tax returns,"{'complaint_id': 10001884, 'product_category': 'money transfer', 'chunk_index': 0}"
i noticed a charge of on my chase sapphire statement from i did not authorize this transaction and have been trying to resolve it with citibank for weeks they keep transferring me between departments and no one takes responsibility i have provided documentation proving i was not at the merchant location this is extremely frustrating and i need this resolved immediately,"{'complaint_id': 10000141, 'product_category': 'credit card', 'chunk_index': 0}"
i sent via venmo through western union to pay my landlord the money was deducted from my account but never received by the recipient it has been weeks and western union has not been able to locate the funds or provide a refund i am now at risk of eviction because my rent appears unpaid,"{'complaint_id': 10001879, 'product_category': 'money transfer', 'chunk_index': 0}"
i have been trying to reach chase s customer service about an issue with my marcus savings for weeks wait times exceed minutes and i have been disconnected times after waiting when i finally got through the representative could not resolve my issue and told me to call back this level of service is completely unacceptable for a bank holding my savings,"{'complaint_id': 10001743, 'product_category': 'savings account', 'chunk_index': 0}"
ally bank closed my marcus savings account without warning citing business reasons i had in the account and it took weeks to receive a cashier s check no explanation was ever provided for the closure i have been a customer for years with no suspicious activity on the account,"{'complaint_id': 10001386, 'product_category': 'savings account', 'chunk_index': 0}"
i initiated an international transfer of through paypal s paypal service the estimated delivery was days but after weeks the money has still not arrived each time i call they say it is being processed meanwhile the exchange rate has changed significantly costing me an additional in value,"{'complaint_id': 10002055, 'product_category': 'money transfer', 'chunk_index': 0}"
i opened a marcus savings with chase because they advertised a apy after three months the rate was quietly dropped to without notification when i called they said the promotional rate had expired but this was never clearly communicated at account opening i moved into this account specifically for the higher rate,"{'complaint_id': 10001434, 'product_category': 'savings account', 'chunk_index': 0}"
i tried to withdraw from my ally savings at discover and was told my account was frozen pending a security review no one informed me of any issues beforehand i had bills due and no access to my own money for weeks the customer service was unhelpful and could not tell me when the review would be completed,"{'complaint_id': 10001224, 'product_category': 'savings account', 'chunk_index': 0}"
my capital one venture card from chase suddenly had its credit limit reduced from to without any prior notification i have never missed a payment and my credit score is above when i called to ask why the representative could not give me a clear answer this reduction has negatively affected my credit utilization ratio and dropped my score by points,"{'complaint_id': 10000712, 'product_category': 'credit card', 'chunk_index': 0}"
i tried to make an extra payment on my prosper loan from prosper to pay down the principal faster their system automatically applied it to future payments instead of the principal balance after calling times each representative gave me different instructions i am paying more interest than necessary because they will not properly apply my payments,"{'complaint_id': 10001158, 'product_category': 'personal loan', 'chunk_index': 0}"
i have been trying to reach synchrony s customer service about an issue with my synchrony savings for weeks wait times exceed minutes and i have been disconnected times after waiting when i finally got through the representative could not resolve my issue and told me to call back this level of service is completely unacceptable for a bank holding my savings,"{'complaint_id': 10001761, 'product_category': 'savings account', 'chunk_index': 0}"
i noticed a charge of on my chase sapphire statement from i did not authorize this transaction and have been trying to resolve it with discover for weeks they keep transferring me between departments and no one takes responsibility i have provided documentation proving i was not at the merchant location this is extremely frustrating and i need this resolved immediately,"{'complaint_id': 10000011, 'product_category': 'credit card', 'chunk_index': 0}"
chase closed my discover savings account without warning citing business reasons i had in the account and it took weeks to receive a cashier s check no explanation was ever provided for the closure i have been a customer for years with no suspicious activity on the account,"{'complaint_id': 10001463, 'product_category': 'savings account', 'chunk_index': 0}"
my marcus savings with synchrony was accessed by someone who changed my contact information and attempted to transfer out of my account when i reported this synchrony took weeks to investigate and temporarily restricted my access i am concerned about the security of their online banking platform and how this person gained access,"{'complaint_id': 10001424, 'product_category': 'savings account', 'chunk_index': 0}"
my amex gold card from citibank suddenly had its credit limit reduced from to without any prior notification i have never missed a payment and my credit score is above when i called to ask why the representative could not give me a clear answer this reduction has negatively affected my credit utilization ratio and dropped my score by points,"{'complaint_id': 10000755, 'product_category': 'credit card', 'chunk_index': 0}"
i noticed a charge of on my chase sapphire statement from i did not authorize this transaction and have been trying to resolve it with capital one for weeks they keep transferring me between departments and no one takes responsibility i have provided documentation proving i was not at the merchant location this is extremely frustrating and i need this resolved immediately,"{'complaint_id': 10000627, 'product_category': 'credit card', 'chunk_index': 0}"
ally bank charged me a monthly maintenance fee on my chase savings that was supposed to be free when i called to dispute they said i did not maintain the minimum balance of even though my statements show i was always above that threshold i want all fees refunded and a guarantee this will not happen again,"{'complaint_id': 10001453, 'product_category': 'savings account', 'chunk_index': 0}"
the rewards program on my amex gold card was changed without notice american express devalued the points by nearly making the annual fee of no longer worth it i specifically chose this card for its rewards structure and feel this is a bait and switch tactic long time customers should be grandfathered into the original rewards program,"{'complaint_id': 10000130, 'product_category': 'credit card', 'chunk_index': 0}"
i applied for the citi double cash card specifically for the point sign up bonus i met all the spending requirements within the specified timeframe but citibank has refused to credit my bonus points i have called times over the past months and each representative tells me something different i have all receipts and statements showing i qualified,"{'complaint_id': 10000324, 'product_category': 'credit card', 'chunk_index': 0}"
goldman sachs charged me a monthly maintenance fee on my synchrony savings that was supposed to be free when i called to dispute they said i did not maintain the minimum balance of even though my statements show i was always above that threshold i want all fees refunded and a guarantee this will not happen again,"{'complaint_id': 10001422, 'product_category': 'savings account', 'chunk_index': 0}"
i have been trying to reach ally bank s customer service about an issue with my ally savings for weeks wait times exceed minutes and i have been disconnected times after waiting when i finally got through the representative could not resolve my issue and told me to call back this level of service is completely unacceptable for a bank holding my savings,"{'complaint_id': 10001739, 'product_category': 'savings account', 'chunk_index': 0}"
bank of america charged me a fee for a paypal transfer that was advertised as free the fee was hidden in the exchange rate markup and only visible after carefully comparing the rates the actual exchange rate applied was worse than the market rate this is deceptive and the total hidden cost was,"{'complaint_id': 10002241, 'product_category': 'money transfer', 'chunk_index': 0}"
the rewards program on my chase sapphire card was changed without notice citibank devalued the points by nearly making the annual fee of no longer worth it i specifically chose this card for its rewards structure and feel this is a bait and switch tactic long time customers should be grandfathered into the original rewards program,"{'complaint_id': 10000015, 'product_category': 'credit card', 'chunk_index': 0}"
chase closed my ally savings account without warning citing business reasons i had in the account and it took weeks to receive a cashier s check no explanation was ever provided for the closure i have been a customer for years with no suspicious activity on the account,"{'complaint_id': 10001741, 'product_category': 'savings account', 'chunk_index': 0}"
the rewards program on my citi double cash card was changed without notice capital one devalued the points by nearly making the annual fee of no longer worth it i specifically chose this card for its rewards structure and feel this is a bait and switch tactic long time customers should be grandfathered into the original rewards program,"{'complaint_id': 10000216, 'product_category': 'credit card', 'chunk_index': 0}"
i tried to withdraw from my discover savings at discover and was told my account was frozen pending a security review no one informed me of any issues beforehand i had bills due and no access to my own money for weeks the customer service was unhelpful and could not tell me when the review would be completed,"{'complaint_id': 10001362, 'product_category': 'savings account', 'chunk_index': 0}"
i opened a chase savings with discover because they advertised a apy after three months the rate was quietly dropped to without notification when i called they said the promotional rate had expired but this was never clearly communicated at account opening i moved into this account specifically for the higher rate,"{'complaint_id': 10001640, 'product_category': 'savings account', 'chunk_index': 0}"
goldman sachs closed my marcus savings account without warning citing business reasons i had in the account and it took weeks to receive a cashier s check no explanation was ever provided for the closure i have been a customer for years with no suspicious activity on the account,"{'complaint_id': 10001384, 'product_category': 'savings account', 'chunk_index': 0}"
my discover savings with goldman sachs was accessed by someone who changed my contact information and attempted to transfer out of my account when i reported this goldman sachs took weeks to investigate and temporarily restricted my access i am concerned about the security of their online banking platform and how this person gained access,"{'complaint_id': 10001315, 'product_category': 'savings account', 'chunk_index': 0}"
my amex gold card from chase suddenly had its credit limit reduced from to without any prior notification i have never missed a payment and my credit score is above when i called to ask why the representative could not give me a clear answer this reduction has negatively affected my credit utilization ratio and dropped my score by points,"{'complaint_id': 10000517, 'product_category': 'credit card', 'chunk_index': 0}"
the rewards program on my amex gold card was changed without notice capital one devalued the points by nearly making the annual fee of no longer worth it i specifically chose this card for its rewards structure and feel this is a bait and switch tactic long time customers should be grandfathered into the original rewards program,"{'complaint_id': 10000598, 'product_category': 'credit card', 'chunk_index': 0}"
i have been a loyal chase sapphire cardholder with capital one for over years recently i noticed my interest rate was increased from to without adequate explanation i have excellent payment history and no late payments other companies are offering much lower rates i am considering closing this account if the rate is not adjusted,"{'complaint_id': 10000196, 'product_category': 'credit card', 'chunk_index': 0}"
i noticed a charge of on my discover it statement from i did not authorize this transaction and have been trying to resolve it with chase for weeks they keep transferring me between departments and no one takes responsibility i have provided documentation proving i was not at the merchant location this is extremely frustrating and i need this resolved immediately,"{'complaint_id': 10000289, 'product_category': 'credit card', 'chunk_index': 0}"
i have been making regular payments on my lendingclub loan from goldman sachs for months last month they claimed they did not receive my payment even though my bank shows it was debited they charged me a late fee and reported a missed payment to the credit bureaus dropping my score by points i need this corrected immediately,"{'complaint_id': 10000951, 'product_category': 'personal loan', 'chunk_index': 0}"
i tried to withdraw from my discover savings at synchrony and was told my account was frozen pending a security review no one informed me of any issues beforehand i had bills due and no access to my own money for weeks the customer service was unhelpful and could not tell me when the review would be completed,"{'complaint_id': 10001539, 'product_category': 'savings account', 'chunk_index': 0}"
i opened a ally savings with goldman sachs because they advertised a apy after three months the rate was quietly dropped to without notification when i called they said the promotional rate had expired but this was never clearly communicated at account opening i moved into this account specifically for the higher rate,"{'complaint_id': 10001796, 'product_category': 'savings account', 'chunk_index': 0}"
i tried to make an extra payment on my marcus loan from prosper to pay down the principal faster their system automatically applied it to future payments instead of the principal balance after calling times each representative gave me different instructions i am paying more interest than necessary because they will not properly apply my payments,"{'complaint_id': 10001121, 'product_category': 'personal loan', 'chunk_index': 0}"
someone made fraudulent purchases on my amex gold card totaling i reported this to citibank immediately and they opened an investigation after weeks they denied my fraud claim saying the transactions appeared legitimate i have filed a police report and have evidence that i was in a different state when these transactions occurred,"{'complaint_id': 10000550, 'product_category': 'credit card', 'chunk_index': 0}"
the rewards program on my chase sapphire card was changed without notice capital one devalued the points by nearly making the annual fee of no longer worth it i specifically chose this card for its rewards structure and feel this is a bait and switch tactic long time customers should be grandfathered into the original rewards program,"{'complaint_id': 10000157, 'product_category': 'credit card', 'chunk_index': 0}"
chase charged me a late fee on my discover it card even though i made my payment on time my bank records show the payment was initiated days before the due date when i called to dispute they said the payment was received one day late due to processing time this is unacceptable i should not be penalized for their slow processing system,"{'complaint_id': 10000420, 'product_category': 'credit card', 'chunk_index': 0}"
i tried to make an extra payment on my lendingclub loan from prosper to pay down the principal faster their system automatically applied it to future payments instead of the principal balance after calling times each representative gave me different instructions i am paying more interest than necessary because they will not properly apply my payments,"{'complaint_id': 10000923, 'product_category': 'personal loan', 'chunk_index': 0}"
capital one charged me a late fee on my amex gold card even though i made my payment on time my bank records show the payment was initiated days before the due date when i called to dispute they said the payment was received one day late due to processing time this is unacceptable i should not be penalized for their slow processing system,"{'complaint_id': 10000478, 'product_category': 'credit card', 'chunk_index': 0}"
synchrony charged me a monthly maintenance fee on my marcus savings that was supposed to be free when i called to dispute they said i did not maintain the minimum balance of even though my statements show i was always above that threshold i want all fees refunded and a guarantee this will not happen again,"{'complaint_id': 10001382, 'product_category': 'savings account', 'chunk_index': 0}"
i applied for the chase sapphire card specifically for the point sign up bonus i met all the spending requirements within the specified timeframe but chase has refused to credit my bonus points i have called times over the past months and each representative tells me something different i have all receipts and statements showing i qualified,"{'complaint_id': 10000554, 'product_category': 'credit card', 'chunk_index': 0}"
someone made fraudulent purchases on my capital one venture card totaling i reported this to citibank immediately and they opened an investigation after weeks they denied my fraud claim saying the transactions appeared legitimate i have filed a police report and have evidence that i was in a different state when these transactions occurred,"{'complaint_id': 10000391, 'product_category': 'credit card', 'chunk_index': 0}"
my citi double cash card from chase suddenly had its credit limit reduced from to without any prior notification i have never missed a payment and my credit score is above when i called to ask why the representative could not give me a clear answer this reduction has negatively affected my credit utilization ratio and dropped my score by points,"{'complaint_id': 10000579, 'product_category': 'credit card', 'chunk_index': 0}"
i was contacted by someone claiming to be from my bank s fraud department they convinced me to send via western union to secure my account i later realized this was a scam and immediately contacted paypal they refused to reverse the transaction saying western union transfers are final i believe paypal should have better fraud protection mechanisms,"{'complaint_id': 10002270, 'product_category': 'money transfer', 'chunk_index': 0}"
i opened a discover savings with goldman sachs because they advertised a apy after three months the rate was quietly dropped to without notification when i called they said the promotional rate had expired but this was never clearly communicated at account opening i moved into this account specifically for the higher rate,"{'complaint_id': 10001377, 'product_category': 'savings account', 'chunk_index': 0}"
i initiated an international transfer of through venmo s zelle service the estimated delivery was days but after weeks the money has still not arrived each time i call they say it is being processed meanwhile the exchange rate has changed significantly costing me an additional in value,"{'complaint_id': 10002098, 'product_category': 'money transfer', 'chunk_index': 0}"
i initiated an international transfer of through venmo s paypal service the estimated delivery was days but after weeks the money has still not arrived each time i call they say it is being processed meanwhile the exchange rate has changed significantly costing me an additional in value,"{'complaint_id': 10002213, 'product_category': 'money transfer', 'chunk_index': 0}"
i applied for a lendingclub loan with prosper and was denied despite having a credit score of and a stable income of per year the denial letter was vague citing insufficient credit history i have years of credit history with no delinquencies i believe this decision was made unfairly and request a proper review,"{'complaint_id': 10001007, 'product_category': 'personal loan', 'chunk_index': 0}"
goldman sachs charged me a monthly maintenance fee on my discover savings that was supposed to be free when i called to dispute they said i did not maintain the minimum balance of even though my statements show i was always above that threshold i want all fees refunded and a guarantee this will not happen again,"{'complaint_id': 10001249, 'product_category': 'savings account', 'chunk_index': 0}"
my account was frozen by venmo after i made a paypal transfer of they claimed the transaction was flagged for suspicious activity but i was simply sending money to my family overseas which i do every month it took weeks to get my account unfrozen and i had to provide extensive documentation including pay stubs and tax returns,"{'complaint_id': 10001929, 'product_category': 'money transfer', 'chunk_index': 0}"
chase charged me a late fee on my citi double cash card even though i made my payment on time my bank records show the payment was initiated days before the due date when i called to dispute they said the payment was received one day late due to processing time this is unacceptable i should not be penalized for their slow processing system,"{'complaint_id': 10000665, 'product_category': 'credit card', 'chunk_index': 0}"
i initiated an international transfer of through zelle s wire transfer service the estimated delivery was days but after weeks the money has still not arrived each time i call they say it is being processed meanwhile the exchange rate has changed significantly costing me an additional in value,"{'complaint_id': 10001961, 'product_category': 'money transfer', 'chunk_index': 0}"
discover charged me a late fee on my discover it card even though i made my payment on time my bank records show the payment was initiated days before the due date when i called to dispute they said the payment was received one day late due to processing time this is unacceptable i should not be penalized for their slow processing system,"{'complaint_id': 10000143, 'product_category': 'credit card', 'chunk_index': 0}"
bank of america charged me a fee for a zelle transfer that was advertised as free the fee was hidden in the exchange rate markup and only visible after carefully comparing the rates the actual exchange rate applied was worse than the market rate this is deceptive and the total hidden cost was,"{'complaint_id': 10001977, 'product_category': 'money transfer', 'chunk_index': 0}"
i tried to withdraw from my chase savings at chase and was told my account was frozen pending a security review no one informed me of any issues beforehand i had bills due and no access to my own money for weeks the customer service was unhelpful and could not tell me when the review would be completed,"{'complaint_id': 10001540, 'product_category': 'savings account', 'chunk_index': 0}"
i have been a loyal amex gold cardholder with american express for over years recently i noticed my interest rate was increased from to without adequate explanation i have excellent payment history and no late payments other companies are offering much lower rates i am considering closing this account if the rate is not adjusted,"{'complaint_id': 10000422, 'product_category': 'credit card', 'chunk_index': 0}"
i applied for the capital one venture card specifically for the point sign up bonus i met all the spending requirements within the specified timeframe but chase has refused to credit my bonus points i have called times over the past months and each representative tells me something different i have all receipts and statements showing i qualified,"{'complaint_id': 10000800, 'product_category': 'credit card', 'chunk_index': 0}"
i noticed a charge of on my citi double cash statement from i did not authorize this transaction and have been trying to resolve it with american express for weeks they keep transferring me between departments and no one takes responsibility i have provided documentation proving i was not at the merchant location this is extremely frustrating and i need this resolved immediately,"{'complaint_id': 10000616, 'product_category': 'credit card', 'chunk_index': 0}"
i noticed a charge of on my chase sapphire statement from i did not authorize this transaction and have been trying to resolve it with discover for weeks they keep transferring me between departments and no one takes responsibility i have provided documentation proving i was not at the merchant location this is extremely frustrating and i need this resolved immediately,"{'complaint_id': 10000296, 'product_category': 'credit card', 'chunk_index': 0}"
my discover it card from discover suddenly had its credit limit reduced from to without any prior notification i have never missed a payment and my credit score is above when i called to ask why the representative could not give me a clear answer this reduction has negatively affected my credit utilization ratio and dropped my score by points,"{'complaint_id': 10000402, 'product_category': 'credit card', 'chunk_index': 0}"
my discover it card from citibank suddenly had its credit limit reduced from to without any prior notification i have never missed a payment and my credit score is above when i called to ask why the representative could not give me a clear answer this reduction has negatively affected my credit utilization ratio and dropped my score by points,"{'complaint_id': 10000089, 'product_category': 'credit card', 'chunk_index': 0}"
my chase savings with goldman sachs was accessed by someone who changed my contact information and attempted to transfer out of my account when i reported this goldman sachs took weeks to investigate and temporarily restricted my access i am concerned about the security of their online banking platform and how this person gained access,"{'complaint_id': 10001730, 'product_category': 'savings account', 'chunk_index': 0}"
the rewards program on my citi double cash card was changed without notice chase devalued the points by nearly making the annual fee of no longer worth it i specifically chose this card for its rewards structure and feel this is a bait and switch tactic long time customers should be grandfathered into the original rewards program,"{'complaint_id': 10000132, 'product_category': 'credit card', 'chunk_index': 0}"
chase closed my marcus savings account without warning citing business reasons i had in the account and it took weeks to receive a cashier s check no explanation was ever provided for the closure i have been a customer for years with no suspicious activity on the account,"{'complaint_id': 10001322, 'product_category': 'savings account', 'chunk_index': 0}"
my chase savings with goldman sachs was accessed by someone who changed my contact information and attempted to transfer out of my account when i reported this goldman sachs took weeks to investigate and temporarily restricted my access i am concerned about the security of their online banking platform and how this person gained access,"{'complaint_id': 10001452, 'product_category': 'savings account', 'chunk_index': 0}"
synchrony closed my ally savings account without warning citing business reasons i had in the account and it took weeks to receive a cashier s check no explanation was ever provided for the closure i have been a customer for years with no suspicious activity on the account,"{'complaint_id': 10001750, 'product_category': 'savings account', 'chunk_index': 0}"
western union charged me a fee for a western union transfer that was advertised as free the fee was hidden in the exchange rate markup and only visible after carefully comparing the rates the actual exchange rate applied was worse than the market rate this is deceptive and the total hidden cost was,"{'complaint_id': 10001955, 'product_category': 'money transfer', 'chunk_index': 0}"
i sent via western union through paypal to pay my landlord the money was deducted from my account but never received by the recipient it has been weeks and paypal has not been able to locate the funds or provide a refund i am now at risk of eviction because my rent appears unpaid,"{'complaint_id': 10002104, 'product_category': 'money transfer', 'chunk_index': 0}"
chase charged me a late fee on my capital one venture card even though i made my payment on time my bank records show the payment was initiated days before the due date when i called to dispute they said the payment was received one day late due to processing time this is unacceptable i should not be penalized for their slow processing system,"{'complaint_id': 10000725, 'product_category': 'credit card', 'chunk_index': 0}"
goldman sachs closed my synchrony savings account without warning citing business reasons i had in the account and it took weeks to receive a cashier s check no explanation was ever provided for the closure i have been a customer for years with no suspicious activity on the account,"{'complaint_id': 10001487, 'product_category': 'savings account', 'chunk_index': 0}"
i applied for the citi double cash card specifically for the point sign up bonus i met all the spending requirements within the specified timeframe but discover has refused to credit my bonus points i have called times over the past months and each representative tells me something different i have all receipts and statements showing i qualified,"{'complaint_id': 10000270, 'product_category': 'credit card', 'chunk_index': 0}"
western union charged me a fee for a paypal transfer that was advertised as free the fee was hidden in the exchange rate markup and only visible after carefully comparing the rates the actual exchange rate applied was worse than the market rate this is deceptive and the total hidden cost was,"{'complaint_id': 10001943, 'product_category': 'money transfer', 'chunk_index': 0}"
i opened a chase savings with chase because they advertised a apy after three months the rate was quietly dropped to without notification when i called they said the promotional rate had expired but this was never clearly communicated at account opening i moved into this account specifically for the higher rate,"{'complaint_id': 10001771, 'product_category': 'savings account', 'chunk_index': 0}"
